payment_id,customer_id,merchant_id,amount,currency,payment_method,bank,timestamp,hour_of_day,day_of_week,attempt_number,previous_failures,customer_age_days,customer_success_rate,payment_success_rate,device_type,failure_code,failure_class,checkout_duration,cart_value,is_subscription,customer_opted_out,historical_recovery_rate,bank_failure_rate,recovered,ground_truth_probability,recovery_intervention,recovery_time
pay_101555,cust_2906,merch_razorpay_buildathon,2184.18,INR,upi,HDFC,2026-01-09T23:05:00,23,4,1,0,10,0.7152,0.7265,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,56,2355.66,0,0,0.2408,0.1358,1,0.8003,RETRY_LATER,91
pay_101556,cust_3611,merch_razorpay_buildathon,25954.64,INR,upi,HDFC,2026-01-09T23:10:00,23,4,1,0,211,0.7736,0.6621,mobile_android,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,16,31088.29,1,0,0.5915,0.0274,0,0.7073,ALTERNATIVE_PAYMENT_METHOD,0
pay_101557,cust_2595,merch_razorpay_buildathon,2088.86,INR,upi,SBI,2026-01-09T23:16:00,23,4,1,0,40,0.8994,0.8053,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,61,2237.62,0,0,0.3567,0.0584,1,0.8648,RETRY_LATER,41
pay_101558,cust_3593,merch_razorpay_buildathon,1564.03,INR,netbanking,HDFC,2026-01-09T23:24:00,23,4,1,0,109,0.7503,0.7366,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,12,1590.46,1,0,0.3547,0.1306,1,0.3501,RETRY_LATER,126
pay_101559,cust_1095,merch_razorpay_buildathon,14839.9,INR,upi,ICICI,2026-01-09T23:40:00,23,4,1,0,33,0.9412,0.5091,mobile_android,OTP_NOT_ENTERED,CUSTOMER_ABANDONMENT,40,15740.61,1,0,0.377,0.0221,1,0.8853,SEND_PAYMENT_LINK,83
pay_101560,cust_1988,merch_razorpay_buildathon,834.88,INR,netbanking,ICICI,2026-01-10T00:03:00,0,5,1,0,90,0.8581,0.6259,mobile_ios,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,48,851.48,1,0,0.5461,0.0377,1,0.8574,ALTERNATIVE_PAYMENT_METHOD,227
pay_101561,cust_2112,merch_razorpay_buildathon,769.61,INR,upi,ICICI,2026-01-10T00:15:00,0,5,2,0,390,0.7622,0.6024,mobile_ios,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,30,821.84,0,0,0.5056,0.1306,1,0.8287,ALTERNATIVE_PAYMENT_METHOD,239
pay_101562,cust_3875,merch_razorpay_buildathon,2076.5,INR,upi,NONE,2026-01-10T00:24:00,0,5,2,2,171,0.7367,0.7473,desktop,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,16,2129.61,0,0,0.5276,0.1388,1,0.821,ALTERNATIVE_PAYMENT_METHOD,184
pay_101563,cust_2945,merch_razorpay_buildathon,31000.21,INR,upi,HDFC,2026-01-10T00:27:00,0,5,1,0,29,0.7836,0.8093,mobile_ios,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,128,33725.34,0,0,0.7284,0.0556,0,0.7098,ALTERNATIVE_PAYMENT_METHOD,0
pay_101564,cust_3278,merch_razorpay_buildathon,36513.97,INR,upi,ICICI,2026-01-10T00:31:00,0,5,1,1,233,0.9273,0.6192,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,20,42195.36,0,0,0.3866,0.0435,1,0.7465,ALTERNATIVE_PAYMENT_METHOD,339
pay_101565,cust_1967,merch_razorpay_buildathon,3014.8,INR,netbanking,HDFC,2026-01-10T00:39:00,0,5,1,1,339,0.6875,0.5543,mobile_web,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,97,3055.47,0,0,0.5556,0.0751,0,0.3375,RETRY_LATER,0
pay_101566,cust_3322,merch_razorpay_buildathon,1316.63,INR,upi,SBI,2026-01-10T00:56:00,0,5,1,0,33,0.79,0.7621,mobile_android,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,58,1464.91,0,0,0.5378,0.1537,0,0.7475,SEND_PAYMENT_LINK,0
pay_101567,cust_1245,merch_razorpay_buildathon,568.38,INR,upi,SBI,2026-01-10T01:05:00,1,5,1,0,246,0.8172,0.7136,mobile_web,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,52,573.36,1,0,0.2393,0.0363,0,0.836,RETRY_LATER,0
pay_101568,cust_3158,merch_razorpay_buildathon,217.78,INR,upi,ICICI,2026-01-10T01:06:00,1,5,1,1,144,0.8595,0.5259,mobile_android,OTP_NOT_ENTERED,CUSTOMER_ABANDONMENT,154,256.31,0,0,0.5006,0.0773,1,0.7649,SEND_PAYMENT_LINK,140
pay_101569,cust_1233,merch_razorpay_buildathon,459.63,INR,upi,HDFC,2026-01-10T01:06:00,1,5,2,2,167,0.9161,0.5302,mobile_web,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,14,544.33,0,0,0.5653,0.0288,1,0.779,SEND_PAYMENT_LINK,293
pay_101570,cust_3464,merch_razorpay_buildathon,245.58,INR,upi,SBI,2026-01-10T01:09:00,1,5,1,0,504,0.6187,0.835,mobile_ios,INTERNAL_SERVER_ERROR,UNKNOWN,31,269.76,0,0,0.464,0.0487,1,0.3428,HUMAN_REVIEW,72
pay_101571,cust_3725,merch_razorpay_buildathon,604.87,INR,upi,ICICI,2026-01-10T01:26:00,1,5,1,1,7,0.8008,0.7255,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,94,697.93,0,0,0.6752,0.0224,0,0.8303,RETRY_LATER,0
pay_101572,cust_2151,merch_razorpay_buildathon,1710.78,INR,netbanking,HDFC,2026-01-10T01:30:00,1,5,1,0,184,0.8315,0.8642,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,73,1913.65,0,0,0.4342,0.0413,0,0.3663,RETRY_LATER,0
pay_101573,cust_2260,merch_razorpay_buildathon,445.28,INR,upi,ICICI,2026-01-10T01:37:00,1,5,1,0,16,0.8556,0.8188,desktop,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,13,475.62,1,0,0.4998,0.0098,1,0.3711,RETRY_LATER,5
pay_101574,cust_1802,merch_razorpay_buildathon,42515.98,INR,upi,ICICI,2026-01-10T02:12:00,2,5,1,1,281,0.9409,0.4966,mobile_android,INTERNAL_SERVER_ERROR,UNKNOWN,17,44600.46,0,0,0.4374,0.1358,1,0.3325,HUMAN_REVIEW,107
pay_101575,cust_3666,merch_razorpay_buildathon,5502.19,INR,card,NONE,2026-01-10T02:27:00,2,5,1,1,408,0.781,0.7881,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,18,6336.98,1,0,0.7356,0.0348,1,0.8234,RETRY_LATER,220
pay_101576,cust_3754,merch_razorpay_buildathon,8865.96,INR,upi,AXIS,2026-01-10T02:36:00,2,5,1,1,17,0.969,0.6173,mobile_ios,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,26,9628.4,1,0,0.5829,0.0037,1,0.8922,SEND_PAYMENT_LINK,14
pay_101577,cust_3898,merch_razorpay_buildathon,1719.13,INR,upi,SBI,2026-01-10T03:00:00,3,5,1,0,5,0.9428,0.5389,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,46,2035.53,0,0,0.6101,0.0979,0,0.3886,RETRY_LATER,0
pay_101578,cust_2417,merch_razorpay_buildathon,371.39,INR,upi,AXIS,2026-01-10T03:16:00,3,5,2,0,561,0.7249,0.783,mobile_ios,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,33,443.86,0,0,0.4676,0.0178,1,0.8037,RETRY_LATER,5
pay_101579,cust_3522,merch_razorpay_buildathon,2783.92,INR,upi,SBI,2026-01-10T03:21:00,3,5,1,1,470,0.9184,0.5678,mobile_android,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,62,2901.06,1,0,0.5294,0.0581,1,0.8796,SEND_PAYMENT_LINK,117
pay_101580,cust_1654,merch_razorpay_buildathon,14089.29,INR,card,KOTAK,2026-01-10T03:23:00,3,5,1,0,464,0.9543,0.8261,mobile_android,CARD_EXPIRED,PAYMENT_METHOD_FAILURE,45,15670.29,1,0,0.5488,0.069,1,0.8863,ALTERNATIVE_PAYMENT_METHOD,199
pay_101581,cust_3442,merch_razorpay_buildathon,500.47,INR,upi,HDFC,2026-01-10T03:40:00,3,5,1,0,506,0.9439,0.7329,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,82,554.21,1,0,0.4771,0.1066,0,0.3888,RETRY_LATER,0
pay_101582,cust_1110,merch_razorpay_buildathon,1484.94,INR,card,ICICI,2026-01-10T03:46:00,3,5,2,0,125,0.8225,0.7171,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,97,1742.75,1,0,0.5879,0.0194,1,0.8379,RETRY_LATER,58
pay_101583,cust_1089,merch_razorpay_buildathon,43296.95,INR,netbanking,SBI,2026-01-10T04:01:00,4,5,1,0,679,0.8061,0.7536,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,66,49280.46,0,0,0.4228,0.0501,1,0.7073,RETRY_LATER,14
pay_101584,cust_1762,merch_razorpay_buildathon,5587.78,INR,upi,SBI,2026-01-10T04:10:00,4,5,2,0,402,0.7196,0.7341,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,76,6266.56,0,0,0.8482,0.1028,1,0.8019,RETRY_LATER,299
pay_101585,cust_2303,merch_razorpay_buildathon,2821.75,INR,upi,HDFC,2026-01-10T04:24:00,4,5,1,2,19,0.7011,0.8111,mobile_android,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,10,3204.96,0,0,0.4725,0.079,0,0.3402,RETRY_LATER,0
pay_101586,cust_2356,merch_razorpay_buildathon,652.23,INR,upi,ICICI,2026-01-10T04:30:00,4,5,1,1,302,0.6675,0.7285,mobile_android,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,67,703.03,0,0,0.6833,0.0572,0,0.3335,RETRY_LATER,0
pay_101587,cust_3179,merch_razorpay_buildathon,1013.28,INR,upi,ICICI,2026-01-10T04:31:00,4,5,3,2,225,0.8902,0.4825,mobile_android,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,23,1207.89,0,0,0.4479,0.0449,1,0.5171,ALTERNATIVE_PAYMENT_METHOD,169
pay_101588,cust_2036,merch_razorpay_buildathon,15335.99,INR,netbanking,HDFC,2026-01-10T04:33:00,4,5,2,0,26,0.6097,0.6701,desktop,OTP_NOT_ENTERED,CUSTOMER_ABANDONMENT,51,15512.74,0,0,0.6439,0.0047,1,0.7024,SEND_PAYMENT_LINK,99
pay_101589,cust_3504,merch_razorpay_buildathon,42356.05,INR,card,ICICI,2026-01-10T04:34:00,4,5,1,1,242,0.6331,0.8209,desktop,CARD_EXPIRED,PAYMENT_METHOD_FAILURE,25,42602.81,1,0,0.3869,0.0409,1,0.6714,ALTERNATIVE_PAYMENT_METHOD,63
pay_101590,cust_2464,merch_razorpay_buildathon,855.91,INR,upi,ICICI,2026-01-10T04:37:00,4,5,3,0,120,0.9068,0.7799,mobile_android,INTERNAL_SERVER_ERROR,UNKNOWN,7,927.05,1,0,0.4023,0.1524,0,0.386,HUMAN_REVIEW,0
pay_101591,cust_1097,merch_razorpay_buildathon,272.75,INR,upi,AXIS,2026-01-10T04:55:00,4,5,2,0,347,0.7245,0.9017,mobile_web,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,5,281.18,1,0,0.3732,0.0214,0,0.8036,RETRY_LATER,0
pay_101592,cust_2143,merch_razorpay_buildathon,561.51,INR,upi,SBI,2026-01-10T05:01:00,5,5,1,0,308,0.8395,0.7916,mobile_web,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,55,622.69,1,0,0.4891,0.0068,0,0.8438,RETRY_LATER,0
pay_101593,cust_1292,merch_razorpay_buildathon,563.2,INR,card,AXIS,2026-01-10T05:05:00,5,5,1,1,514,0.8785,0.7894,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,31,564.21,1,0,0.3992,0.2787,1,0.8575,RETRY_LATER,113
pay_101594,cust_2839,merch_razorpay_buildathon,21426.98,INR,card,AXIS,2026-01-10T05:06:00,5,5,2,0,15,0.7436,0.7363,mobile_web,OTP_NOT_ENTERED,CUSTOMER_ABANDONMENT,27,23396.9,0,0,0.7283,0.058,0,0.6255,SEND_PAYMENT_LINK,0
pay_101595,cust_2734,merch_razorpay_buildathon,4065.61,INR,card,ICICI,2026-01-10T05:09:00,5,5,1,2,223,0.9168,0.7991,mobile_android,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,97,4305.42,1,0,0.7016,0.0703,1,0.875,ALTERNATIVE_PAYMENT_METHOD,8
pay_101596,cust_2024,merch_razorpay_buildathon,735.28,INR,upi,ICICI,2026-01-10T05:15:00,5,5,1,0,86,0.8737,0.6183,mobile_ios,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,14,765.04,0,0,0.647,0.1494,1,0.8558,RETRY_LATER,44
pay_101597,cust_3619,merch_razorpay_buildathon,203.16,INR,card,HDFC,2026-01-10T05:15:00,5,5,1,1,270,0.9424,0.8507,mobile_android,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,23,221.23,0,0,0.2584,0.0653,1,0.8827,ALTERNATIVE_PAYMENT_METHOD,57
pay_101598,cust_3297,merch_razorpay_buildathon,35278.97,INR,upi,KOTAK,2026-01-10T05:20:00,5,5,1,0,167,0.7115,0.7125,mobile_android,INTERNAL_SERVER_ERROR,UNKNOWN,61,41308.49,0,0,0.4539,0.1741,0,0.3032,HUMAN_REVIEW,0
pay_101599,cust_1651,merch_razorpay_buildathon,2592.6,INR,upi,HDFC,2026-01-10T05:21:00,5,5,2,1,124,0.8734,0.5561,desktop,INTERNAL_SERVER_ERROR,UNKNOWN,42,2932.44,1,0,0.6196,0.0449,1,0.381,HUMAN_REVIEW,112
pay_101600,cust_3196,merch_razorpay_buildathon,668.2,INR,upi,SBI,2026-01-10T05:23:00,5,5,1,0,1,0.8824,0.6889,mobile_ios,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,18,689.57,1,0,0.49,0.0562,1,0.8588,RETRY_LATER,35
pay_101601,cust_3091,merch_razorpay_buildathon,1066.17,INR,upi,ICICI,2026-01-10T05:24:00,5,5,1,0,169,0.8692,0.6965,desktop,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,24,1172.55,0,0,0.4456,0.0625,1,0.8542,RETRY_LATER,325
pay_101602,cust_2906,merch_razorpay_buildathon,483.54,INR,card,KOTAK,2026-01-10T05:25:00,5,5,1,2,99,0.8843,0.6454,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,54,573.64,0,0,0.4615,0.0412,1,0.8595,RETRY_LATER,80
pay_101603,cust_2721,merch_razorpay_buildathon,46994.85,INR,netbanking,ICICI,2026-01-10T05:28:00,5,5,1,2,73,0.7942,0.8536,mobile_web,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,81,51123.11,0,0,0.6441,0.0596,1,0.7038,RETRY_LATER,64
pay_101604,cust_2067,merch_razorpay_buildathon,2332.52,INR,upi,AXIS,2026-01-10T05:43:00,5,5,1,1,809,0.703,0.4837,mobile_ios,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,24,2552.03,0,0,0.6302,0.0259,1,0.796,RETRY_LATER,306
pay_101605,cust_3209,merch_razorpay_buildathon,1037.66,INR,netbanking,HDFC,2026-01-10T05:46:00,5,5,2,0,217,0.8505,0.8423,mobile_ios,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,110,1233.02,1,0,0.9185,0.0515,1,0.8477,RETRY_LATER,216
pay_101606,cust_2816,merch_razorpay_buildathon,1088.33,INR,upi,HDFC,2026-01-10T05:53:00,5,5,1,1,140,0.8334,0.8772,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,27,1117.89,0,0,0.4829,0.0575,1,0.85,ALTERNATIVE_PAYMENT_METHOD,20
pay_101607,cust_1252,merch_razorpay_buildathon,2536.77,INR,card,SBI,2026-01-10T06:09:00,6,5,1,1,366,0.9382,0.6126,mobile_android,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,43,2909.7,1,0,0.3823,0.0248,1,0.8846,SEND_PAYMENT_LINK,228
pay_101608,cust_1131,merch_razorpay_buildathon,2358.37,INR,netbanking,NONE,2026-01-10T06:11:00,6,5,2,1,47,0.8079,0.8601,mobile_android,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,69,2499.48,0,0,0.573,0.0568,1,0.3616,RETRY_LATER,163
pay_101609,cust_2907,merch_razorpay_buildathon,23752.0,INR,upi,ICICI,2026-01-10T06:14:00,6,5,1,0,175,0.9013,0.9561,desktop,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,91,27865.33,0,0,0.332,0.015,0,0.3232,RETRY_LATER,0
pay_101610,cust_2910,merch_razorpay_buildathon,35766.0,INR,netbanking,KOTAK,2026-01-10T06:15:00,6,5,2,0,356,0.7075,0.664,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,19,36154.87,0,0,0.54,0.1029,1,0.678,RETRY_LATER,59
pay_101611,cust_3521,merch_razorpay_buildathon,3033.3,INR,upi,AXIS,2026-01-10T06:30:00,6,5,2,0,24,0.99,0.6808,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,37,3634.14,0,0,0.4684,0.056,1,0.897,ALTERNATIVE_PAYMENT_METHOD,117
pay_101612,cust_2679,merch_razorpay_buildathon,1114.24,INR,upi,AXIS,2026-01-10T06:42:00,6,5,1,1,49,0.8645,0.685,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,68,1285.52,0,0,0.387,0.0375,1,0.8526,RETRY_LATER,176
pay_101613,cust_2132,merch_razorpay_buildathon,1825.01,INR,card,ICICI,2026-01-10T07:02:00,7,5,1,0,16,0.7182,0.6762,mobile_ios,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,48,1928.79,0,0,0.6546,0.0752,1,0.8014,RETRY_LATER,31
pay_101614,cust_3753,merch_razorpay_buildathon,746.84,INR,netbanking,ICICI,2026-01-10T07:06:00,7,5,1,0,880,0.7916,0.6305,mobile_ios,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,91,860.49,0,0,0.6509,0.0692,1,0.8375,ALTERNATIVE_PAYMENT_METHOD,32
pay_101615,cust_2058,merch_razorpay_buildathon,291.11,INR,netbanking,HDFC,2026-01-10T07:15:00,7,5,3,0,157,0.882,0.6069,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,14,344.85,1,0,0.4124,0.0968,1,0.5146,ALTERNATIVE_PAYMENT_METHOD,186
pay_101616,cust_2925,merch_razorpay_buildathon,469.3,INR,card,KOTAK,2026-01-10T07:23:00,7,5,1,0,122,0.8434,0.5454,mobile_ios,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,100,479.9,0,0,0.6811,0.0676,1,0.8452,RETRY_LATER,159
pay_101617,cust_3322,merch_razorpay_buildathon,969.55,INR,upi,KOTAK,2026-01-10T07:23:00,7,5,3,0,75,0.9584,0.446,mobile_android,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,43,1146.7,0,0,0.2066,0.0726,1,0.4396,SEND_PAYMENT_LINK,693
pay_101618,cust_1186,merch_razorpay_buildathon,853.2,INR,upi,SBI,2026-01-10T07:29:00,7,5,1,0,108,0.7416,0.7805,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,176,914.66,0,0,0.4174,0.009,0,0.8096,RETRY_LATER,0
pay_101619,cust_1948,merch_razorpay_buildathon,3588.87,INR,wallet,HDFC,2026-01-10T07:39:00,7,5,1,0,270,0.8605,0.8094,mobile_android,CHECKOUT_TIMEOUT,CUSTOMER_ABANDONMENT,7,3593.51,0,0,0.3363,0.053,0,0.7651,SEND_PAYMENT_LINK,0
pay_101620,cust_3290,merch_razorpay_buildathon,1382.24,INR,upi,HDFC,2026-01-10T07:48:00,7,5,1,1,448,0.5834,0.5733,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,51,1413.32,0,0,0.4076,0.1456,0,0.7542,RETRY_LATER,0
pay_101621,cust_1263,merch_razorpay_buildathon,1678.89,INR,card,NONE,2026-01-10T08:00:00,8,5,1,0,20,0.7606,0.7982,mobile_ios,USER_DROPPED_OFF,CUSTOMER_ABANDONMENT,6,1975.98,1,0,0.2566,0.0877,1,0.8402,SEND_PAYMENT_LINK,105
pay_101622,cust_2997,merch_razorpay_buildathon,1949.41,INR,upi,HDFC,2026-01-10T08:04:00,8,5,2,0,65,0.9794,0.724,mobile_web,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,22,2332.53,0,0,0.6162,0.0601,1,0.8928,RETRY_LATER,151
pay_101623,cust_1521,merch_razorpay_buildathon,1336.73,INR,card,AXIS,2026-01-10T08:10:00,8,5,1,1,38,0.8342,0.6728,mobile_android,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,5,1576.1,0,0,0.5368,0.0768,0,0.8503,ALTERNATIVE_PAYMENT_METHOD,0
pay_101624,cust_2564,merch_razorpay_buildathon,2401.2,INR,upi,ICICI,2026-01-10T08:16:00,8,5,3,1,103,0.8734,0.6348,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,5,2613.24,0,0,0.6232,0.0823,0,0.5057,RETRY_LATER,0
pay_101625,cust_1782,merch_razorpay_buildathon,2491.48,INR,wallet,ICICI,2026-01-10T08:27:00,8,5,2,1,137,0.8748,0.6322,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,47,2970.55,0,0,0.2261,0.0498,1,0.8624,ALTERNATIVE_PAYMENT_METHOD,249
pay_101626,cust_1534,merch_razorpay_buildathon,848.38,INR,card,AXIS,2026-01-10T08:53:00,8,5,1,1,230,0.7216,0.7953,mobile_android,BANK_SERVER_DOWN,TEMPORARY_BANK_FAILURE,24,917.41,0,0,0.7041,0.0175,1,0.8026,RETRY_LATER,194
pay_101627,cust_1209,merch_razorpay_buildathon,331.89,INR,netbanking,HDFC,2026-01-10T09:00:00,9,5,1,0,376,0.5323,0.833,mobile_ios,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,26,339.44,0,0,0.4921,0.0454,1,0.7363,RETRY_LATER,259
pay_101628,cust_3093,merch_razorpay_buildathon,6640.49,INR,upi,ICICI,2026-01-10T09:03:00,9,5,2,1,141,0.6923,0.5835,mobile_android,CARD_EXPIRED,PAYMENT_METHOD_FAILURE,21,7093.29,0,0,0.5804,0.0546,0,0.8077,ALTERNATIVE_PAYMENT_METHOD,0
pay_101629,cust_2563,merch_razorpay_buildathon,20587.27,INR,card,KOTAK,2026-01-10T09:07:00,9,5,3,3,121,0.8872,0.4024,mobile_android,CARD_EXPIRED,PAYMENT_METHOD_FAILURE,178,24698.22,1,0,0.6292,0.0464,1,0.4387,ALTERNATIVE_PAYMENT_METHOD,9
pay_101630,cust_1025,merch_razorpay_buildathon,2050.22,INR,card,SBI,2026-01-10T09:15:00,9,5,1,2,155,0.7633,0.631,mobile_ios,OTP_NOT_ENTERED,CUSTOMER_ABANDONMENT,13,2306.89,0,0,0.4583,0.147,1,0.7408,SEND_PAYMENT_LINK,208
pay_101631,cust_1174,merch_razorpay_buildathon,2319.17,INR,card,AXIS,2026-01-10T09:41:00,9,5,1,2,395,0.7622,0.7386,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,21,2476.87,0,0,0.3018,0.0043,1,0.8287,ALTERNATIVE_PAYMENT_METHOD,18
pay_101632,cust_2539,merch_razorpay_buildathon,1622.85,INR,netbanking,AXIS,2026-01-10T09:43:00,9,5,2,1,189,0.7545,0.7715,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,16,1825.44,0,0,0.7336,0.0861,1,0.8141,RETRY_LATER,59
pay_101633,cust_2334,merch_razorpay_buildathon,1153.87,INR,upi,HDFC,2026-01-10T09:45:00,9,5,3,0,279,0.8071,0.6126,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,44,1252.9,0,0,0.5085,0.0132,0,0.4825,RETRY_LATER,0
pay_101634,cust_1321,merch_razorpay_buildathon,6465.89,INR,upi,HDFC,2026-01-10T10:05:00,10,5,1,0,229,0.8758,0.5848,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,55,6529.97,1,0,0.6501,0.067,1,0.8565,RETRY_LATER,96
pay_101635,cust_2602,merch_razorpay_buildathon,17884.71,INR,upi,ICICI,2026-01-10T10:09:00,10,5,2,0,463,0.6427,0.8143,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,69,18604.13,0,0,0.5528,0.0147,1,0.7749,RETRY_LATER,127
pay_101636,cust_2158,merch_razorpay_buildathon,3003.73,INR,upi,ICICI,2026-01-10T10:38:00,10,5,1,0,306,0.8576,0.5481,mobile_android,BAD_REQUEST_GATEWAY_TIMEOUT,TEMPORARY_BANK_FAILURE,32,3015.29,0,0,0.6461,0.0951,1,0.8502,RETRY_LATER,184
pay_101637,cust_1054,merch_razorpay_buildathon,1067.86,INR,wallet,ICICI,2026-01-10T11:09:00,11,5,1,1,76,0.8695,0.8217,mobile_android,TRANSACTION_LIMIT_EXCEEDED,INSUFFICIENT_FUNDS,59,1122.28,0,0,0.3372,0.0547,0,0.3739,RETRY_LATER,0
pay_101638,cust_2566,merch_razorpay_buildathon,3726.31,INR,upi,AXIS,2026-01-10T11:32:00,11,5,2,1,347,0.9243,0.6919,mobile_android,NETWORK_ERROR,TEMPORARY_BANK_FAILURE,77,4277.48,0,0,0.3836,0.0174,1,0.8735,RETRY_LATER,141
pay_101639,cust_2609,merch_razorpay_buildathon,2175.0,INR,upi,HDFC,2026-01-10T11:43:00,11,5,1,0,114,0.9414,0.7735,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,50,2259.09,1,0,0.4569,0.0518,1,0.8824,ALTERNATIVE_PAYMENT_METHOD,158
pay_101640,cust_2872,merch_razorpay_buildathon,2255.39,INR,upi,SBI,2026-01-10T11:46:00,11,5,1,3,339,0.7752,0.813,mobile_ios,CARD_EXPIRED,PAYMENT_METHOD_FAILURE,40,2493.58,1,0,0.4737,0.0615,1,0.8326,ALTERNATIVE_PAYMENT_METHOD,129
pay_101641,cust_3715,merch_razorpay_buildathon,335.42,INR,upi,HDFC,2026-01-10T11:48:00,11,5,1,0,426,0.8401,0.758,mobile_ios,INSUFFICIENT_FUNDS,INSUFFICIENT_FUNDS,95,382.49,0,0,0.2095,0.0155,0,0.368,RETRY_LATER,0
pay_101642,cust_3194,merch_razorpay_buildathon,1640.37,INR,upi,HDFC,2026-01-10T11:49:00,11,5,1,0,209,0.9641,0.7164,mobile_android,METHOD_NOT_SUPPORTED,PAYMENT_METHOD_FAILURE,49,1820.38,0,0,0.658,0.0603,1,0.8892,ALTERNATIVE_PAYMENT_METHOD,74
pay_101643,cust_2508,merch_razorpay_buildathon,811.44,INR,upi,ICICI,2026-01-10T11:53:00,11,5,1,1,229,0.9502,0.7048,mobile_android,UPI_PIN_INVALID,PAYMENT_METHOD_FAILURE,38,813.93,1,0,0.4028,0.0146,1,0.8851,ALTERNATIVE_PAYMENT_METHOD,292
